wave,Fe_37,Fe_38,Fe_36,Fe_35,Fe_43,Fe_42,Fe_41,Fe_49,Fe_48,Fe_IZw1,Fe_27,Fe_28
4404,0,0,0,0,0,0,0,0,0,0.002012165,0,0.001177944
4405,0,0,0,0,0,0,0,0,0,0.003593804,0,0.001911303
4406,0,0,0,0,0,0,0,0,0,0.006166992,0,0.003008858
4407,0,0,0,0,0,0,0,0,0,0.010167651,0,0.004579366
4408,0,0,0,0,0,0,0,0,0,0.016106311,0,0.006696336
4409,0,0,0,0,0,0,0,0,0,0.024513186,0,0.009408001
4410,0,0,0,0,0,0,0,0,0,0.035845254,0,0.012699473
4411,0,0,0,0,0,0,0,0,0,0.050360703,0,0.016470329
4412,0,0,0,0,0,0,0,0,0,0.067979838,0,0.020523294
4413,0,0,0,0,0,0,0,0,0,0.088165097,0,0.024570844
4414,0,0,0,0,0,0,0,0,0,0.109860476,0,0.028263198
4415,0,0,0,0,0,0,0,0,0,0.13152687,0,0.031235664
4416,0,0,0,0,0,0,0,0,0,0.151291912,0,0.03316717
4417,0,0,0,0,0,0,0,0,0,0.167203421,0,0.033837191
4418,0,0,0,0,0,0,0,0,0,0.177542704,0,0.03316717
4419,0,0,0,0,0,0,0,0,0,0.181129304,0,0.031235664
4420,0,0,0,0,0,0,0,0,0,0.177542704,0,0.028263198
4421,0,0,0,0,0,0,0,0,0,0.167203421,0,0.024570844
4422,0,0,0,0,0,0,0,0,0,0.151291912,0,0.020523294
4423,0,0,0,0,0,0,0,0,0,0.13152687,0,0.016470329
4424,0,0,0,0,0,0,0,0,0,0.109860476,0,0.012699473
4425,0,0,0,0,0,0,0,0,0,0.088165097,0,0.009408001
4426,0,0,0,0,0,0,0,0,0,0.067979838,0,0.006696336
4427,0,0,0,0,0,0,0,0,0,0.050360703,0,0.004579366
4428,0,0,0,0,0,0,0,0,0,0.035845254,0,0.003008858
4429,0,0,0,0,0,0,0,0,0,0.024513186,0,0.001899443
4430,0,0,0,0,0,0,0,0,0,0.016136692,0,0.00115207
4431,0,0,0,0,0,0,0,0,0,0.010233926,0,0.000671367
4432,0,0,0,0,0,0,0,0,0,0.006305901,0,0.000375897
4433,0,0,0,0,0,0,0,0,0,0.003873532,0,0.000202212
4434,0,0,0,0,0,0,0,0,0,0.002553381,0,0.000104513
4435,0,0,0,0,0,0,0,0,0,0.002088515,0,5.19E-05
4436,0,0,0,0,0,0,0,0,0,0.002356359,0,2.48E-05
4437,0,0,0,0,0,0,0,0,0,0.003361314,0,1.14E-05
4438,0,0,0,0,0,0,0,0,0,0.005216376,0,0
4439,0,0,0,0,0,0,0,0,0,0.008113917,0,0
4440,0,0,0,0,0,0,0,0,0,0.012256593,0,0
4441,0,0,0,0,0,0,0,0,0,0.017922627,0,0
4442,0,0,0,0,0,0,0,0,0,0.025180351,0,0
4443,0,0,0,0,0,0,0,0,0,0.033989919,0,0
4444,0,0,0,0,0,0,0,0,0,0.044082549,0,0
4445,0,0,0,0,0,0,0,0,0,0.054930238,0,0
4446,0,0,0,0,0,0,0,0,0,0.065763435,0,0
4447,0,0,0,0,0,0,0,0,0,0.075645956,0,0
4448,0,0,0,0,0,0,0,0,0,0.083601711,0,0
4449,0,0,0,0,0,0,0,0,0,0.088771352,0,0
4450,0,0,0,0,0,0,0,0,0,0.090564652,0,0
4451,0,0,0,0,0,0,0,0,0,0.088795657,0,0
4452,0,0,0,0,0,0,0,0,0,0.083654731,0,0
4453,8.83E-07,0,0,0,0,0,0,0,0,0.075757084,0,0
4454,1.93E-06,0,0,0,0,0,0,0,0,0.065987218,0,0
4455,4.04E-06,0,0,0,0,0,0,0,0,0.055363212,0,0
4456,8.13E-06,0,0,0,0,0,0,0,0,0.044887415,0,0
4457,1.57E-05,0,0,0,0,0,0,0,0,0.035427441,0,0
4458,2.93E-05,0,0,0,0,0,0,0,0,0.027647148,0,0
4459,5.22E-05,0,0,0,0,0,0,0,0,0.021989687,0,0
4460,8.97E-05,0,0,0,0,0,0,0,0,0.018699117,0,0
4461,0.00014781,0,0,0,0,0,0,0,0,0.01785843,0,0
4462,0.000234142,0,0,0,0,0,0,0,0,0.019421927,0,0
4463,0.000356355,0,0,0,0,0,0,0,0,0.023227777,0,0
4464,0.000521092,0,0,0,0,0,0,0,0,0.028988838,0,0
4465,0.000732107,0,0,0,0,0,0,0,0,0.036272122,0,0
4466,0.000988241,0,0,0,0,0,0,0,0,0.044485408,0,0
4467,0.001281679,0,0,0,0,0,0,0,0,0.052890477,0,0
4468,0.001597071,0,0,0,0,0,0,0,0,0.060655675,0,0
4469,0.001914851,0,0,0,0,0,0,0,0,0.066947645,0,0
4470,0.002205502,0,0,0,0,0,0,0,0,0.071047464,0,0
4471,0.00244958,0,0,0,0,0,0,0,0,0.072451723,0,0
4472,0.002620059,0,0,0,0,0,0,0,0,0.071017083,0,0
4473,0.002710852,0,0,0,0,0,0,0,0,0.06688137,0,0
4474,0.002729756,0,0,0,0,0,0,0,0,0.060549172,0,0
4475,0.002704677,0,0,0,0,0,0,0,0,0.052681443,0,0
4476,0.002684952,0,0,0,0,0,0,0,0,0.044092361,0,0
4477,0.002740138,0,0,0,0,0,0,0,0,0.035564417,0,0
4478,0.002956042,0,0,0,0,0,0,0,0,0.027769233,0,0
4479,0.003427809,0,0,0,0,0,0,0,0,0.021217436,0,0
4480,0.004249777,0,0,0,0,0,0,0,0,0.016254797,0,0
4481,0.005502027,0,0,0,0,0,0,0,0,0.013094337,0,0
4482,0.007234185,0,0,0,0,0,0,0,0,0.011865271,0,0
4483,0.009448248,0,0,0,0,0,0,0,0,0.012657093,0,0
4484,0.012083684,0,0,0,0,0,0,0,0,0.015540496,0,0
4485,0.015009138,0,0,0,0,0,0,0,0,0.02055499,0,0
4486,0.018025164,0,0,0,0,0,0,0,0,0.027663908,0,0
4487,0.020880811,0,0,0,0,0,0,0,0,0.036688887,0,0
4488,0.023303834,9.23E-06,0,0,0,0,0,0,0,0.047245169,0,0
4489,0.025040338,2.01E-05,0,0,0,0,0,0,0,0.058703382,0,0
4490,0.025896198,4.22E-05,0,0,0,0,0,0,0,0.070200685,0,0
4491,0.025770936,8.50E-05,0,0,0,0,0,0,0,0.080713326,0,0
4492,0.024675763,0.000164509,0,0,0,0,0,0,0,0.08917516,0,0
4493,0.022731128,0.00030581,0,0,0,0,0,0,0,0.094689444,0,0
4494,0.020143945,0.000546188,0,0,0,0,0,0,0,0.096602297,0,0
4495,0.017181568,0.000937262,0,0,0,0,0,0,0,0.094689444,0,0
4496,0.014101363,0.001545285,0,0,0,0,0,0,0,0.08917516,0,0
4497,0.011147747,0.002447845,0,0,0,0,0,0,0,0.080689021,0,0
4498,0.008508042,0.003725526,0,0,0,0,0,0,0,0.070147665,0,0
4499,0.006306465,0.005447779,0,0,0,0,0,0,0,0.058592255,0,0
4500,0.00461515,0.007653845,0,0,0,0,0,0,0,0.047021386,0,0
4501,0.003451706,0.01033161,0,0,0,0,0,0,0,0.036255914,0,0
4502,0.002822192,0.013399375,0,0,0,0,0,0,0,0.026859042,0,0
4503,0.002727957,0.016718786,0,0,0,0,0,0,0,0.019117469,0,0
4504,0.003181807,0.020037809,0,0,0,0,0,0,0,0.013073699,0,0
4505,0.004212108,0.023094633,0,0,0,0,0,0,0,0.008590033,0,0
4506,0.005856538,0.025615476,0,0,0,0,0,0,0,0.005422747,0,0
4507,0.008146665,0.027377372,0,0,0,0,0,0,0,0.003289062,0,0
4508,0.011086664,0.028261179,0,0,0,0,0,0,0,0.001916695,0,0
4509,0.014631152,0.028292297,0,0,0,0,0,0,0,0.001073155,0,0
4510,0.01866677,0.027658372,0,0,0,0,0,0,0,0.000577298,0,0
4511,0.023011087,0.026697624,0,0,0,0,0,0,0,0.000298377,0,0
4512,0.027407137,0.025857252,0,0,0,0,0,0,0,0.00014817,0,0
4513,0.031565248,0.025627114,0,0,0,0,0,0,0,7.07E-05,0,0
4514,0.035172348,0.026458255,0,0,0,0,0,0,0,3.24E-05,0,0
4515,0.037945337,0.028678652,0,0,0,0,0,0,0,0,0,0
4516,0.039663964,0.032419761,0,0,0,0,0,0,0,0,0,0
4517,0.040196861,0.037567441,0,0,0,0,0,0,0,0,0,0
4518,0.039516391,0.04374909,0,0,0,0,0,0,0,0,0,0
4519,0.037698795,0.05036475,0,0,0,0,0,0,0,0,0,0
4520,0.034911264,0.056662845,0,0,0,0,0,0,0,0,0,0
4521,0.031389122,0.061851587,0,0,0,0,0,0,0,0,0,0
4522,0.027407055,0.065229252,0,0,0,0,0,0,0,0,0,0
4523,0.023248474,0.066297889,0,0,0,0,0,0,0,0,0,0
4524,0.019176702,0.064854744,0,0,0,0,0,0,0,0,0,0
4525,0.015411162,0.061017835,0,0,0,0,0,0,0,0,0,0
4526,0.012110995,0.055195546,0,0,0,0,0,0,0,0,0,0
4527,0.009367516,0.048003531,0,0,0,0,0,0,0,0,0,0
4528,0.007205636,0.040151535,0,0,0,0,0,0,0,0,0,0
4529,0.005593087,0.032323415,0,0,0,0,0,0,0,0,0,0
4530,0.004455188,0.025128615,0,0,0,0,0,0,0,0,0,0
4531,0.003692292,0.018937574,0,0,0,0,0,0,0,0,0,0
4532,0.00319705,0.013991162,0,0,0,0,0,0,0,0,0,0
4533,0.002869106,0.010361218,0,0,0,0,0,0,0,0,0,0
4534,0.002625652,0.008008449,0,0,0,0,0,0,0,0,0,0
4535,0.002407146,0.006836611,0,0,0,0,0,0,0,0,0,0
4536,0.00218722,0.006742775,0,0,0,0,0,0,0,0,0,0
4537,0.001951902,0.007655678,0,0,0,0,0,0,0,0,0,0
4538,0.001709476,0.00955769,0,0,0,0,0,0,0,0,0,0
4539,0.001486371,0.012488117,0,0,0,0,0,0,0,0,0,0
4540,0.001321227,0.016526717,0,0,0,0,0,0,0,0,0,0
4541,0.001261323,0.021757753,0,0,0,0,0,0,0,0,0,0
4542,0.001376346,0.028217721,0,0,0,0,0,0,0,0,0,0
4543,0.001738006,0.035834707,0,0,0,0,0,0,0,0,0,0
4544,0.002438885,0.044363043,0,0,0,0,0,0,0,0,0,0
4545,0.003583078,0.053394656,0,0,0,0,0,0,0,0,0,0
4546,0.005276359,0.062286182,0,0,0,0,0,0,0,0,0,0
4547,0.007608215,0.070277301,0,0,0,0,0,0,0,0,0,0
4548,0.0106266,0.07656989,0,0,0,0,0,0,0,0,0,0
4549,0.014309393,0.080457678,0,0,0,0,0,0,0,0,0,0
4550,0.018539444,0.081455536,0,0,0,0,0,0,0,0,0,0
4551,0.023091834,0.079395976,0,0,0,0,0,0,0,0,0,0
4552,0.02764111,0.07446688,0,0,0,0,0,0,0,0,0,0
4553,0.031792537,0.067179734,0,0,0,0,0,0,0,0,0,0
4554,0.03513513,0.058276566,0,0,0,0,0,0,0,0,0,0
4555,0.03730697,0.048599839,0,0,0,0,0,0,0,0,0,0
4556,0.03806062,0.038961146,0,0,0,0,0,0,0,0,0,0
4557,0.03730697,0.030021116,0,0,0,0,0,0,0,0,0,0
4558,0.035134381,0.022237464,0,0,0,0,0,0,0,0,0,0
4559,0.031790902,0.015842667,0,0,0,0,0,0,0,0,0,0
4560,0.027637683,0.010872655,0,0,0,0,0,0,0,0,0,0
4561,0.023084933,0.007220134,0,0,0,0,0,0,0,0,0,0
4562,0.018526093,0.004696402,0,0,0,0,0,0,0,0,0,0
4563,0.014286447,0.003086174,0,0,0,0,0,0,0,0,0,0
4564,0.01058636,0.002230319,0,0,0,0,0,0,0,0,0,0
4565,0.007540714,0.001934269,0,0,0,0,0,0,0,0,0,0
4566,0.005168197,0.002119237,0,0,0,0,0,0,0,0,0,0
4567,0.00341779,0.002743948,0,0,0,0,0,0,0,0,0,0
4568,0.002198572,0.003816661,0,0,0,0,0,0,0,0,0,0
4569,0.001406688,0.005389838,0,0,0,0,0,0,0,0,0,0
4570,0.000945334,0.007556918,0,0,0,0,0,0,0,0,0,0
4571,0.000736351,0.010439586,0,0,0,0,0,0,0,0,0,0
4572,0.000724115,0.014240228,0,0,0,0,0,0,0,0,0,0
4573,0.000873462,0.019139261,0,0,0,0,0,0,0,0,0,0
4574,0.001163724,0.025351399,0,0,0,0,0,0,0,0,0,0
4575,0.001580807,0.033059532,0,0,0,0,0,0,0,0,0,0
4576,0.002109037,0.042354446,0,0,0,0,0,0,0,0,0,0
4577,0.002718714,0.053161094,0,0,0,0,0,0,0,0,0,0
4578,0.003387726,0.065168402,0,0,0,0,0,0,0,0,0,0
4579,0.004055844,0.077786515,0,0,0,0,0,0,0,0,0,0
4580,0.004665332,0.090155628,0,0,0,0,0,0,0,0,0,0
4581,0.005155989,0.101221451,0,0,0,0,0,0,0,0,0,0
4582,0.005474817,0.109874988,0,0,0,0,0,0,0,0,0,0
4583,0.005585416,0.115133331,0,0,0,0,0,0,0,0,0,0
4584,0.005474817,0.116321321,0,0,0,0,0,0,0,0,0,0
4585,0.005155989,0.113208111,0,0,0,0,0,0,0,0,0,0
4586,0.004665332,0.106061529,0,0,0,0,0,0,0,0,0,0
4587,0.004055844,0.095604531,0,0,0,0,0,0,0,0,0,0
4588,0.003387726,0.082884857,0,0,0,0,0,0,0,0,0,0
4589,0.002718714,0.069091914,0,0,0,0,0,0,0,0,0,0
4590,0.002096269,0.055366361,0,0,0,0,0,0,0,0,0,0
4591,0.001552954,0.042644857,0,0,0,0,0,0,0,0,0,0
4592,0.001105347,0.031567631,0,0,0,0,0,0,0,0,0,0
4593,0.000755904,0.022456262,0,0,0,0,0,0,0,0,0,0
4594,0.000496664,0.015350694,0,0,0,0,0,0,0,0,0,0
4595,0.000313536,0.01008313,0,0,0,0,0,0,0,1.42E-05,0,0
4596,0.000190169,0.006363942,0,0,0,0,0,0,0,3.09E-05,0,0
4597,0.000110821,0.003857718,0,0,0,0,0,0,0,6.48E-05,0,0
4598,6.20E-05,0.002248078,0,0,0,0,0,0,0,0.00013054,0,0
4599,3.34E-05,0.001258695,0,0,0,0,0,0,0,0.000252568,0,0
4600,1.73E-05,0.000677108,0,0,0,0,0,0,0,0.000469505,0,0
4601,8.57E-06,0.000352106,0,0,0,0,0,0,0,0.000838554,0,0
4602,4.09E-06,0.000178458,0,0,0,0,0,0,0,0.001438965,0,0
4603,1.87E-06,9.27E-05,0,0,0,0,0,0,0,0.002372452,0,0
4604,0,5.77E-05,0,0,0,0,0,0,0,0.003758139,0,0
4605,0,3.81E-05,0,0,0,0,0,0,0,0.005719743,0,0
4606,0,7.09E-05,0,0,0,0,0,0,0,0.00837807,0,0
4607,0,0.000126652,0,0,0,0,0,0,0,0.011781759,0,0
4608,0,0.000217336,0,0,0,0,0,0,0,0.015926786,0,0
4609,1.33E-05,0.000358327,0,0,0,0,0,0,0,0.020726701,0,0
4610,2.90E-05,0.000567616,0,0,0,0,0,0,0,0.025939699,0,0
4611,6.08E-05,0.00086389,0,0,0,0,0,0,0,0.031270235,0,0
4612,0.000122487,0.001263253,0,0,0,0,0,0,0,0.036375935,0,0
4613,0.000236988,0.001774805,0,0,0,0,0,0,0,0.040912579,0,0
4614,0.000440543,0.002395736,0,0,0,0,0,0,0,0.044659512,0,0
4615,0.000786827,0.003107102,0,0,0,0,0,0,0,0.047571056,0,0
4616,0.001350201,0.003871687,0,0,0,0,0,0,0,0.049829657,0,0
4617,0.002226106,0.004635251,0,0,0,0,0,0,0,0.051847517,0,0
4618,0.003526316,0.005331808,0,0,0,0,0,0,0,0.054213561,0,0
4619,0.005366917,0.005892559,0,0,0,0,0,0,0,0.057590237,0,0
4620,0.007847961,0.006256934,0,0,0,0,0,0,0,0.062577599,0,0
4621,0.011025973,0.006383333,0,0,0,0,0,0,0,0.06957151,0,0
4622,0.014883507,0.006256934,0,0,0,0,0,0,0,0.078646138,0,0
4623,0.019302868,0.005892559,0,0,0,0,0,0,0,0.089487367,0,0
4624,0.024052855,0.005331808,0,0,0,0,0,0,0,0.101394356,0,0
4625,0.028796496,0.004635251,0,0,0,0,0,0,0,0.11335309,0,0
4626,0.033123854,0.003871687,0,0,0,0,0,0,0,0.124171429,0,0
4627,0.03660752,0.003107102,0,0,0,0,0,0,0,0.132652548,0,0
4628,0.038871203,0.002395736,0,0,0,0,0,0,0,0.137775553,0,0
4629,0.039656453,0.001774805,0,0,0,0,0,0,0,0.138850106,0,0
4630,0.038871203,0.001263253,0,0,0,0,0,0,0,0.135616875,0,0
4631,0.03660752,0.00086389,0,0,0,0,0,0,0,0.12827659,0,0
4632,0.033123854,0.000567616,0,0,0,0,0,0,0,0.117445023,0,0
4633,0.028796496,0.000358327,0,0,0,0,0,0,0,0.104046076,0,0
4634,0.024052855,0.000217336,0,0,0,0,0,0,0,0.089166635,0,0
4635,0.019302868,0.000126652,0,0,0,0,0,0,0,0.073902493,0,0
4636,0.014883507,7.09E-05,0,0,0,0,0,0,0,0.059217053,0,0
4637,0.011025973,3.81E-05,0,0,0,0,0,0,0,0.045874516,0,0
4638,0.007847961,1.97E-05,0,0,0,0,0,0,0,0.034343573,0,0
4639,0.005366917,9.79E-06,0,0,0,0,0,0,0,0.024840207,0,0
4640,0.003526316,4.67E-06,0,0,0,0,0,0,0,0.017353219,0,0
4641,0.002226106,2.14E-06,0,0,0,0,0,0,0,0.01172587,0,0
4642,0.001350201,0,0,0,0,0,0,0,0,0.007666185,0,0
4643,0.000786827,0,0,0,0,0,0,0,0,0.00488193,0,0
4644,0.000440543,0,0,0,0,0,0,0,0,0.003089706,0,0
4645,0.000236988,0,0,0,0,0,0,0,0,0.002058111,0,0
4646,0.000122487,0,0,0,0,0,0,0,0,0.001627443,0,0
4647,6.24E-05,0,0,0,0,0,0,0,0,0.001711495,0,0
4648,3.25E-05,0,0,0,0,0,0,0,0,0.002325171,0,0
4649,2.06E-05,0,0,0,0,0,0,0,0,0.003543642,0,0
4650,1.48E-05,0,0,0,0,0,0,0,0,0.005464099,4.89E-07,0
4651,2.86E-05,0,0,0,0,0,0,0,0,0.008280917,1.07E-06,0
4652,5.32E-05,0,0,0,0,0,0,0,0,0.012128407,2.24E-06,0
4653,9.50E-05,0,0,0,0,0,0,0,0,0.01711163,4.50E-06,0
4654,0.000163002,0,0,0,0,0,0,0,0,0.023263595,8.71E-06,0
4655,0.000268745,0,0,0,0,0,0,0,0,0.030466506,1.62E-05,0
4656,0.000425712,0,0,0,0,0,0,0,0,0.038470255,2.89E-05,0
4657,0.000647918,0,0,0,0,0,0,0,0,0.046892584,4.96E-05,0
4658,0.00094744,0,0,0,0,0,0,0,0,0.055262529,8.19E-05,0
4659,0.001331103,0,0,0,0,0,0,0,0,0.063088428,0.000129662,0
4660,0.001796802,0,0,0,0,0,0,0,0,0.069934475,0.000197341,0
4661,0.002330326,0,0,0,0,0,0,0,0,0.075484643,0.000288568,0
4662,0.002903765,0,0,0,0,0,0,0,0,0.07957485,0.000405423,0
4663,0.003476438,0,0,0,0,0,0,0,0,0.082184001,0.000547264,0
4664,0.003998856,0,0,0,0,0,0,0,0,0.083388778,0.000709764,0
4665,0.004419419,0,0,0,0,0,0,0,0,0.083300348,0.00088442,0
4666,0.004692701,0,0,0,0,0,0,0,0,0.082007729,0.001058843,0
4667,0.004787499,0,0,0,0,0,0,0,0,0.079549389,0.001217959,0
4668,0.004692701,0,0,0,0,0,0,0,0,0.075922754,0.001346053,0
4669,0.004419419,0,0,0,0,0,0,0,0,0.071125689,0.001429289,0
4670,0.003998856,0,0,0,0,0,0,0,0,0.065211226,0.001458162,0
4671,0.003476438,0,0,0,0,0,0,0,0,0.058332086,0.001429289,0
4672,0.002903765,0,0,0,0,0,0,0,0,0.050756342,0.001346053,0
4673,0.002330326,0,0,0,0,0,0,0,0,0.042847276,0.001217959,0
4674,0.001796802,0,0,0,0,0,0,0,0,0.035013805,0.001058843,0
4675,0.001331103,0,0,0,0,0,0,0,0,0.027647462,0.00088442,0
4676,0.00094744,0,0,0,0,0,0,0,0,0.021064672,0.000709764,0
4677,0.000647918,0,0,0,0,0,0,0,0,0.015469021,0.000547264,0
4678,0.000425712,0,0,0,0,0,0,0,0,0.010940061,0.000405423,0
4679,0.000268745,0,0,0,0,0,0,0,0,0.007446561,0.000288568,0
4680,0.000163002,0,0,0,0,0,0,0,0,0.004876077,0.000197341,0
4681,9.50E-05,0,0,0,0,0,0,0,0,0.003070549,0.000129662,0
4682,5.32E-05,0,0,0,0,0,0,0,0,0.001850097,8.19E-05,0
4683,2.86E-05,0,0,0,0,0,0,0,0,0.001078141,4.96E-05,0
4684,1.48E-05,0,0,0,0,0,0,0,0,0.000603649,2.89E-05,0
4685,7.34E-06,0,0,0,0,0,0,0,0,0.00032473,1.62E-05,0
4686,3.50E-06,0,0,0,0,0,0,0,0,0.000167837,8.71E-06,0
4687,1.61E-06,0,0,0,0,0,0,0,0,8.33E-05,4.50E-06,0
4688,0,0,0,0,0,0,0,0,0,3.98E-05,2.24E-06,0
4689,0,0,0,0,0,0,0,0,0,1.82E-05,1.07E-06,0
4690,0,0,0,0,0,0,0,0,0,0,4.89E-07,0
4691,0,0,0,0,0,0,0,0,0,0,0,0
4692,0,0,0,0,0,0,0,0,0,0,0,0
4693,0,0,0,0,0,0,0,0,0,0,0,0
4694,0,0,0,0,0,0,0,0,0,0,0,0
4695,0,0,0,0,0,0,0,0,0,0,0,0
4696,0,0,0,0,0,0,0,0,0,0,0,0
4697,0,0,0,0,0,0,0,0,0,0,0,0
4698,0,0,0,0,0,0,0,0,0,0,0,0
4699,0,0,0,0,0,0,0,0,0,0,0,0
4700,0,0,0,0,0,0,0,0,0,0,0,0
4701,0,0,0,0,0,0,0,0,0,0,0,0
4702,0,0,0,0,0,0,0,0,0,0,0,0
4703,0,0,0,0,0,0,0,0,0,0,0,0
4704,0,0,0,0,0,0,0,0,0,0,0,0
4705,0,0,0,0,0,0,0,0,0,0,0,0
4706,0,0,0,0,0,0,0,0,0,0,0,0
4707,0,0,0,0,0,0,0,0,0,0,0,0
4708,0,0,0,0,0,0,0,0,0,0,0,0
4709,0,0,0,0,0,0,0,0,0,0,0,0
4710,0,0,0,0,0,0,0,0,0,0,0,0
4711,0,0,0,0,0,0,0,0,0,0,0,0
4712,0,0,0,0,6.69E-07,0,0,0,0,0,0,0
4713,0,0,0,0,1.46E-06,0,0,0,0,0,0,0
4714,0,0,0,0,3.06E-06,0,0,0,0,0,0,0
4715,0,0,0,0,6.16E-06,0,0,0,0,0,0,0
4716,0,0,0,0,1.19E-05,0,0,0,0,0,0,0
4717,0,0,0,0,2.22E-05,0,0,0,0,0,0,0
4718,0,0,0,0,3.96E-05,0,0,0,0,0,0,0
4719,0,0,0,0,6.79E-05,0,0,0,0,0,0,0
4720,0,0,0,0,0.000111977,0,0,0,0,0,0,0
4721,0,0,0,0,0.00017738,0,0,0,0,1.01E-05,0,0
4722,0,0,0,0,0.000269966,0,0,0,0,2.21E-05,0,0
4723,0,0,0,0,0.000394767,0,0,0,0,4.63E-05,0,0
4724,0,0,0,0,0.000554626,0,0,0,0,9.32E-05,0,0
4725,0,0,0,0,0.000748667,0,0,0,0,0.000180405,0,0
4726,0,0,0,0,0.000970969,0,0,0,0,0.000335361,0,0
4727,0,0,0,0,0.001209902,0,0,0,0,0.000598967,0,0
4728,0,0,0,0,0.001448516,0,0,0,0,0.001027832,0,0
4729,0,0,0,0,0.00166619,0,0,0,0,0.001694608,0,0
4730,0,0,0,0,0.001841425,0,0,0,0,0.002684385,0,0
4731,0,0,0,0,0.001955292,0,0,0,0,0.004085531,0,0
4732,0,0,0,0,0.001994791,0,0,0,0,0.005974209,0,0
4733,0,0,0,0,0.001955292,0,0,0,0,0.00839345,0,0
4734,0,0,0,0,0.001841425,0,0,0,0,0.011329973,0,0
4735,0,0,0,0,0.00166619,0,0,0,0,0.014694183,0,0
4736,0,0,0,0,0.001448516,0,0,0,0,0.018310079,0,0
4737,0,0,0,0,0.001209902,0,0,0,0,0.021921144,0,0
4738,0,0,0,0,0.000970969,0,0,0,0,0.025215318,0,0
4739,0,0,0,0,0.000748667,0,0,0,0,0.027867236,0,0
